Modelo,Pooling,AGG,LAYER,out_vec_size,MR,CR,SUBJ,MPQA,SST2,TREC,MRPC,Avg
deberta-base,CLS+AVG+AVG-NS_SUML4BL,CLS+AVG+AVG-NS,SUML4BL,torch.Size([2304]),87.41,90.84,95.41,90.49,92.86,95.6,75.54,89.73571428571428
deberta-base,CLS+AVG+SUM-NS_SUML4BL,CLS+AVG+SUM-NS,SUML4BL,torch.Size([2304]),86.21,89.64,94.47,90.36,91.98,95.4,69.51,88.22428571428573
deberta-base,CLS+AVG+MAX-NS_SUML4BL,CLS+AVG+MAX-NS,SUML4BL,torch.Size([2304]),86.38,90.23,94.55,90.3,92.37,92.8,74.09,88.67428571428572
deberta-base,CLS+SUM+AVG-NS_SUML4BL,CLS+SUM+AVG-NS,SUML4BL,torch.Size([2304]),85.04,89.27,94.48,89.52,91.98,95.8,68.41,87.78571428571429
deberta-base,CLS+SUM+SUM-NS_SUML4BL,CLS+SUM+SUM-NS,SUML4BL,torch.Size([2304]),85.02,89.59,94.64,88.99,90.55,95.4,68.99,87.59714285714287
deberta-base,CLS+SUM+MAX-NS_SUML4BL,CLS+SUM+MAX-NS,SUML4BL,torch.Size([2304]),85.21,89.32,94.46,89.21,92.31,93.4,71.71,87.94571428571429
deberta-base,CLS+MAX+AVG-NS_SUML4BL,CLS+MAX+AVG-NS,SUML4BL,torch.Size([2304]),86.96,89.64,94.81,90.1,92.7,94.8,70.9,88.55857142857143
deberta-base,CLS+MAX+SUM-NS_SUML4BL,CLS+MAX+SUM-NS,SUML4BL,torch.Size([2304]),85.87,89.45,94.42,89.97,91.6,95.2,66.03,87.50571428571429
deberta-base,CLS+MAX+MAX-NS_SUML4BL,CLS+MAX+MAX-NS,SUML4BL,torch.Size([2304]),83.36,80.74,92.78,89.47,90.44,94.2,69.86,85.83571428571429
deberta-base,CLS_AVGL4BL,CLS,AVGL4BL,torch.Size([768]),68.62,63.76,76.25,68.77,81.82,38.6,66.49,66.33
deberta-base,AVG_AVGL4BL,AVG,AVGL4BL,torch.Size([768]),86.15,88.58,94.11,89.56,92.59,91.8,75.25,88.29142857142857
deberta-base,SUM_AVGL4BL,SUM,AVGL4BL,torch.Size([768]),86.44,88.87,94.53,89.51,92.31,95.4,68.23,87.89857142857144
deberta-base,MAX_AVGL4BL,MAX,AVGL4BL,torch.Size([768]),83.64,81.32,92.47,89.03,90.06,86.4,72.35,85.03857142857143
deberta-base,AVG-NS_AVGL4BL,AVG-NS,AVGL4BL,torch.Size([768]),86.28,88.58,94.28,89.86,92.2,91.6,74.84,88.23428571428572
deberta-base,SUM-NS_AVGL4BL,SUM-NS,AVGL4BL,torch.Size([768]),86.6,88.11,94.53,89.85,92.31,95.6,69.57,88.08142857142856
deberta-base,MAX-NS_AVGL4BL,MAX-NS,AVGL4BL,torch.Size([768]),83.6,81.32,92.4,89.56,90.12,86.4,72.35,85.10714285714286
deberta-base,CLS+AVG_AVGL4BL,CLS+AVG,AVGL4BL,torch.Size([1536]),86.37,88.61,94.34,89.83,92.75,92.0,75.59,88.49857142857145
deberta-base,CLS+SUM_AVGL4BL,CLS+SUM,AVGL4BL,torch.Size([1536]),86.79,89.8,95.37,89.51,92.31,95.8,67.71,88.18428571428572
deberta-base,CLS+MAX_AVGL4BL,CLS+MAX,AVGL4BL,torch.Size([1536]),83.48,79.79,91.59,88.71,89.79,89.0,73.62,85.14
deberta-base,CLS+AVG-NS_AVGL4BL,CLS+AVG-NS,AVGL4BL,torch.Size([1536]),86.54,89.06,94.31,89.84,92.48,92.2,76.0,88.63285714285715
deberta-base,CLS+SUM-NS_AVGL4BL,CLS+SUM-NS,AVGL4BL,torch.Size([1536]),86.82,89.72,95.54,89.86,92.15,95.6,67.71,88.20000000000002
deberta-base,CLS+MAX-NS_AVGL4BL,CLS+MAX-NS,AVGL4BL,torch.Size([1536]),83.47,79.79,91.59,89.27,89.79,89.0,73.68,85.22714285714288
deberta-base,CLS+AVG+AVG-NS_AVGL4BL,CLS+AVG+AVG-NS,AVGL4BL,torch.Size([2304]),87.02,89.25,94.52,90.24,92.81,93.0,76.75,89.0842857142857
deberta-base,CLS+AVG+SUM-NS_AVGL4BL,CLS+AVG+SUM-NS,AVGL4BL,torch.Size([2304]),87.44,90.73,95.13,90.29,92.7,95.8,69.28,88.76714285714286
deberta-base,CLS+AVG+MAX-NS_AVGL4BL,CLS+AVG+MAX-NS,AVGL4BL,torch.Size([2304]),86.0,88.74,94.18,90.03,92.86,93.8,75.07,88.66857142857144
deberta-base,CLS+SUM+AVG-NS_AVGL4BL,CLS+SUM+AVG-NS,AVGL4BL,torch.Size([2304]),87.22,90.41,95.23,90.02,92.64,95.4,72.12,89.00571428571428
deberta-base,CLS+SUM+SUM-NS_AVGL4BL,CLS+SUM+SUM-NS,AVGL4BL,torch.Size([2304]),86.94,90.33,95.11,89.76,91.87,96.0,66.84,88.12142857142858
deberta-base,CLS+SUM+MAX-NS_AVGL4BL,CLS+SUM+MAX-NS,AVGL4BL,torch.Size([2304]),87.05,90.47,95.23,90.15,92.31,94.4,72.23,88.83428571428571
deberta-base,CLS+MAX+AVG-NS_AVGL4BL,CLS+MAX+AVG-NS,AVGL4BL,torch.Size([2304]),85.9,89.22,94.22,90.09,92.81,94.8,73.86,88.70000000000002
deberta-base,CLS+MAX+SUM-NS_AVGL4BL,CLS+MAX+SUM-NS,AVGL4BL,torch.Size([2304]),87.2,90.81,94.9,90.06,92.26,96.0,67.94,88.45285714285716
deberta-base,CLS+MAX+MAX-NS_AVGL4BL,CLS+MAX+MAX-NS,AVGL4BL,torch.Size([2304]),84.07,79.63,92.59,89.37,90.83,93.2,73.97,86.23714285714286
